Filename,Duration,File Size,Creation Date,Original Path
Folk Song of a Dark Traveler234.mp3,2:34,3.43 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Folk Song of a Dark Traveler234/Folk Song of a Dark Traveler234.mp3
in_this_alley_where_i_Hide_-_LIVE-broken.mp3,2:12,3.05 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_this_alley_where_i_Hide_-_LIVE-broken/in_this_alley_where_i_Hide_-_LIVE-broken.mp3
Love is rubbish Let's Get Trashy (Remix)244.mp3,2:45,4.01 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)244/Love is rubbish Let's Get Trashy (Remix)244.mp3
Willow_whispers-feelers-chill (3).mp3,1:57,1.80 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow_whispers-feelers-chill (3)/Willow_whispers-feelers-chill (3).mp3
Folk Song of a Dark Traveler202.mp3,2:02,2.75 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Folk Song of a Dark Traveler202/Folk Song of a Dark Traveler202.mp3
The Sound of Ancestors (Remastered)2.mp3,2:10,2.00 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The Sound of Ancestors (Remastered)2/The Sound of Ancestors (Remastered)2.mp3
Heroes Rise  - Villains Overthrow (Remastered)214.mp3,2:14,3.21 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered)214/Heroes Rise  - Villains Overthrow (Remastered)214.mp3
No More Love Songs324.mp3,3:24,4.63 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/No More Love Songs324/No More Love Songs324.mp3
Folk Song of a Dark Traveler259.mp3,2:59,4.04 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Folk Song of a Dark Traveler259/Folk Song of a Dark Traveler259.mp3
witched Road (Remix)254.mp3,2:54,4.15 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/witched Road (Remix)254/witched Road (Remix)254.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)143.mp3,1:43,2.45 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)143/Heroes Rise  - Villains Overthrow (Remastered) (Remix)143.mp3
Blues in the Moonlit Nights.mp3,2:50,2.61 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Blues in the Moonlit Nights/Blues in the Moonlit Nights.mp3
in This aLLey Where i HiDe-oG (Remix)242.mp3,2:42,3.82 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)242/in This aLLey Where i HiDe-oG (Remix)242.mp3
Powerful233.mp3,2:33,3.46 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Powerful233/Powerful233.mp3
Echoes_of_Moonlight-v4.mp3,3:15,4.48 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes_of_Moonlight-v4/Echoes_of_Moonlight-v4.mp3
"Stacie, the Wind Donâ€™t Ask Why332.mp3",3:32,4.43 MB,06-02-25,"/Users/steven/Music/nocTurneMeLoDieS/Media/Stacie, the Wind Donâ€™t Ask Why332/Stacie, the Wind Donâ€™t Ask Why332.mp3"
in This aLLey Where i HiDe-oG (Remix)425.mp3,4:25,6.09 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)425/in This aLLey Where i HiDe-oG (Remix)425.mp3
No More Love Songs No More Lies v4.mp3,2:31,2.31 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/No More Love Songs No More Lies v4/No More Love Songs No More Lies v4.mp3
imperfection323.mp3,3:23,4.35 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/imperfection323/imperfection323.mp3
Echoes of the Junkyard2.mp3,2:54,2.67 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes of the Junkyard2/Echoes of the Junkyard2.mp3
Junkyard Moon Symphony4.mp3,2:58,2.78 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Junkyard Moon Symphony4/Junkyard Moon Symphony4.mp3
Willow_whispers-feelers-chill (Remastered) (1).mp3,3:49,4.98 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow_whispers-feelers-chill (Remastered) (1)/Willow_whispers-feelers-chill (Remastered) (1).mp3
Junkyard Symphony Scraps2 (Remastered).mp3,3:10,2.91 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Junkyard Symphony Scraps2 (Remastered)/Junkyard Symphony Scraps2 (Remastered).mp3
Kings and Queens of Litter.mp3,3:59,3.66 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Kings and Queens of Litter/Kings and Queens of Litter.mp3
Cannon Blastin.mp3,2:44,2.51 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Cannon Blastin/Cannon Blastin.mp3
No More Love Songs (Remastered)232.mp3,2:31,2.31 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/No More Love Songs (Remastered)232/No More Love Songs (Remastered)232.mp3
Dusty_Rhymes_and_Whispers.mp3,2:31,3.46 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Dusty_Rhymes_and_Whispers/Dusty_Rhymes_and_Whispers.mp3
Echoes_of_the_Junkyard_v4_2.mp3,2:39,3.64 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes_of_the_Junkyard_v4_2/Echoes_of_the_Junkyard_v4_2.mp3
Echoes of Moonlight (Remastered)-2-in-this-alley.mp3,3:14,2.97 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes of Moonlight (Remastered)-2-in-this-alley/Echoes of Moonlight (Remastered)-2-in-this-alley.mp3
witched_Road.mp3,2:55,2.68 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/witched_Road/witched_Road.mp3
in_this_alley_where_i_Hide LIVE_-_CuT-og (2).mp3,3:04,4.29 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_this_alley_where_i_Hide LIVE_-_CuT-og (2)/in_this_alley_where_i_Hide LIVE_-_CuT-og (2).mp3
Heroes Rise  - Villains Overthrow.mp3,1:58,1.81 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow/Heroes Rise  - Villains Overthrow.mp3
The-Raccoon's-Revelry.mp3,2:06,2.89 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The-Raccoon's-Revelry/The-Raccoon's-Revelry.mp3
In The Hollow (Remix)239.mp3,2:39,3.67 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/In The Hollow (Remix)239/In The Hollow (Remix)239.mp3
echoes-of-yesterday-remastered.mp3,3:29,4.80 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/echoes-of-yesterday-remastered/echoes-of-yesterday-remastered.mp3
Concrete Jungle Rumble.mp3,3:31,3.23 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Concrete Jungle Rumble/Concrete Jungle Rumble.mp3
Sammy's Serenade (Remastered) LadyGroup.mp3,3:53,3.57 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Sammy's Serenade (Remastered) LadyGroup/Sammy's Serenade (Remastered) LadyGroup.mp3
Down_the_Witchs_Road.mp3,2:56,4.03 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Down_the_Witchs_Road/Down_the_Witchs_Road.mp3
Echoes of Yesterday.mp3,3:29,3.19 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes of Yesterday/Echoes of Yesterday.mp3
in This aLLey Where i HiDe-oG (Remix)249 (1).mp3,2:49,4.03 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)249 (1)/in This aLLey Where i HiDe-oG (Remix)249 (1).mp3
"Stacie, the Wind Donâ€™t Ask Why319.mp3",3:19,4.40 MB,06-02-25,"/Users/steven/Music/nocTurneMeLoDieS/Media/Stacie, the Wind Donâ€™t Ask Why319/Stacie, the Wind Donâ€™t Ask Why319.mp3"
Marching-ever-forward-neath-the-wooded-s.mp3,3:09,4.33 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Marching-ever-forward-neath-the-wooded-s/Marching-ever-forward-neath-the-wooded-s.mp3
in_This_aLLey_Where_i_HiDe2_(Remastered).mp3,2:38,2.42 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_This_aLLey_Where_i_HiDe2_(Remastered)/in_This_aLLey_Where_i_HiDe2_(Remastered).mp3
Willow_whispers-feelers-chill (4).mp3,1:59,1.83 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow_whispers-feelers-chill (4)/Willow_whispers-feelers-chill (4).mp3
Love is rubbish Let's Get Trashy (Remix)234.mp3,2:34,3.65 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)234/Love is rubbish Let's Get Trashy (Remix)234.mp3
in This aLLey Where i HiDe-oG (Remix)258.mp3,2:58,4.10 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)258/in This aLLey Where i HiDe-oG (Remix)258.mp3
Love is rubbish Let's Get Trashy (Remix)257.mp3,2:57,3.95 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)257/Love is rubbish Let's Get Trashy (Remix)257.mp3
Kings and Queens of Litter (Remastered)1 (2).mp3,3:33,3.27 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Kings and Queens of Litter (Remastered)1 (2)/Kings and Queens of Litter (Remastered)1 (2).mp3
in This aLLey Where i HiDe (Remastered).mp3,3:13,2.96 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe (Remastered)/in This aLLey Where i HiDe (Remastered).mp3
Junkyard_Symphony_Scraps2_(Remastered) 2.mp3,3:11,4.39 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Junkyard_Symphony_Scraps2_(Remastered) 2/Junkyard_Symphony_Scraps2_(Remastered) 2.mp3
in_this_alley_where_i_Hide LIVE_-_CuT-og (1).mp3,3:12,4.18 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_this_alley_where_i_Hide LIVE_-_CuT-og (1)/in_this_alley_where_i_Hide LIVE_-_CuT-og (1).mp3
Love is rubbish Let's Get Trashy (Remix)259*.mp3,2:59,4.06 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)259*/Love is rubbish Let's Get Trashy (Remix)259*.mp3
in This aLLey Where i HiDe-oG (Remix)235.mp3,2:35,3.61 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)235/in This aLLey Where i HiDe-oG (Remix)235.mp3
Recycled Symphony.mp3,2:15,2.07 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Recycled Symphony/Recycled Symphony.mp3
in the Alley where Hope Flies.mp3,2:23,2.20 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in the Alley where Hope Flies/in the Alley where Hope Flies.mp3
in This aLLey Where i HiDe-oG (Remix)259.mp3,2:59,3.96 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)259/in This aLLey Where i HiDe-oG (Remix)259.mp3
Willow Tree341.mp3,3:41,3.86 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow Tree341/Willow Tree341.mp3
No More Love Songs.mp3,2:31,2.31 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/No More Love Songs/No More Love Songs.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)158.mp3,1:58,2.69 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)158/Heroes Rise  - Villains Overthrow (Remastered) (Remix)158.mp3
Willow_whispers-folk.mp3,3:53,3.57 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow_whispers-folk/Willow_whispers-folk.mp3
in This aLLey Where i HiDe-oG (Remix)-grity249.mp3,2:49,4.04 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)-grity249/in This aLLey Where i HiDe-oG (Remix)-grity249.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)229.mp3,2:29,3.38 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)229/Heroes Rise  - Villains Overthrow (Remastered) (Remix)229.mp3
Love_is_rubbish_Lets_Get_Trashy.mp3,3:49,5.25 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love_is_rubbish_Lets_Get_Trashy/Love_is_rubbish_Lets_Get_Trashy.mp3
in This aLLey Where i HiDe-oG (Remix)322.mp3,3:22,4.49 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)322/in This aLLey Where i HiDe-oG (Remix)322.mp3
The_Alley_King_(Remastered)1.mp3,2:39,3.64 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The_Alley_King_(Remastered)1/The_Alley_King_(Remastered)1.mp3
bite in the night319.mp3,3:10,4.32 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/bite in the night319/bite in the night319.mp3
in_this_alley_where_i_Hide_-_LIVE-og-best 2.mp3,1:54,4.37 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_this_alley_where_i_Hide_-_LIVE-og-best 2/in_this_alley_where_i_Hide_-_LIVE-og-best 2.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)218.mp3,2:18,3.18 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)218/Heroes Rise  - Villains Overthrow (Remastered) (Remix)218.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)227.mp3,2:27,3.29 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)227/Heroes Rise  - Villains Overthrow (Remastered) (Remix)227.mp3
bite in the night317.mp3,3:17,4.63 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/bite in the night317/bite in the night317.mp3
The Raccoon's Revelry.mp3,2:05,1.91 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The Raccoon's Revelry/The Raccoon's Revelry.mp3
in This aLLey Where i HiDe-oG (Remix)314.mp3,3:14,4.33 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)314/in This aLLey Where i HiDe-oG (Remix)314.mp3
JunkYard Destiny.mp3,3:37,3.36 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/JunkYard Destiny/JunkYard Destiny.mp3
ðŸŽµ Petals in the Dark302.mp3,3:02,3.89 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/ðŸŽµ Petals in the Dark302/ðŸŽµ Petals in the Dark302.mp3
in_this_alley_where_i_Hide_-_LIVE_-_CuT-og.mp3,1:54,1.74 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in_this_alley_where_i_Hide_-_LIVE_-_CuT-og/in_this_alley_where_i_Hide_-_LIVE_-_CuT-og.mp3
Heartbeats_in_the_Dark_Soft_Whispers.mp3,3:10,4.36 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heartbeats_in_the_Dark_Soft_Whispers/Heartbeats_in_the_Dark_Soft_Whispers.mp3
Echoes_of_Yesterday-v4.mp3,3:29,4.81 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes_of_Yesterday-v4/Echoes_of_Yesterday-v4.mp3
theVoidAsPrimoridslSource-Podcast.mp3,11:00,3.78 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/theVoidAsPrimoridslSource-Podcast/theVoidAsPrimoridslSource-Podcast.mp3
Heartbeats in the Dark.mp3,3:10,2.95 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heartbeats in the Dark/Heartbeats in the Dark.mp3
Echoes_of_the_Alley_Blues.mp3,2:39,3.65 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Echoes_of_the_Alley_Blues/Echoes_of_the_Alley_Blues.mp3
Love is rubbish Let's Get Trashy (Remix)341.mp3,3:41,4.87 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Love is rubbish Let's Get Trashy (Remix)341/Love is rubbish Let's Get Trashy (Remix)341.mp3
Willow Tree (Remix)-142.mp3,1:42,2.31 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow Tree (Remix)-142/Willow Tree (Remix)-142.mp3
The Alley King.mp3,2:38,2.42 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/The Alley King/The Alley King.mp3
Howligritty Nights.mp3,2:49,2.58 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Howligritty Nights/Howligritty Nights.mp3
in This aLLey Where i HiDe-oG (Remix)324.mp3,3:24,4.56 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/in This aLLey Where i HiDe-oG (Remix)324/in This aLLey Where i HiDe-oG (Remix)324.mp3
Heroes Rise  - Villains Overthrow (Remastered) (Remix)228.mp3,2:28,3.21 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228/Heroes Rise  - Villains Overthrow (Remastered) (Remix)228.mp3
Kings and Queens of Litter (Remastered).mp3,3:59,3.66 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Kings and Queens of Litter (Remastered)/Kings and Queens of Litter (Remastered).mp3
Heartbeats_in_the_Dark_Remastered_Song_Lyrics.mp3,3:59,5.48 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Heartbeats_in_the_Dark_Remastered_Song_Lyrics/Heartbeats_in_the_Dark_Remastered_Song_Lyrics.mp3
Junkyard Symphony Scraps.mp3,3:10,2.91 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Junkyard Symphony Scraps/Junkyard Symphony Scraps.mp3
Willow Tree (Remix)-127.mp3,1:27,2.01 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Willow Tree (Remix)-127/Willow Tree (Remix)-127.mp3
Where Shadows Play.mp3,3:29,3.21 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Where Shadows Play/Where Shadows Play.mp3
Moonly Alley Serenade.mp3,2:56,2.69 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Moonly Alley Serenade/Moonly Alley Serenade.mp3
Witches Road (Remastered).mp3,2:56,4.06 MB,06-02-25,/Users/steven/Music/nocTurneMeLoDieS/Media/Witches Road (Remastered)/Witches Road (Remastered).mp3
